host,open_ports,vuln_score,critical_vulns,service_http_open,service_ssh_open,service_rdp_open,snort_alert,device_type,geo_location_risk,avg_packet_size,scan_hour,label
host_3788,87,0.04,0,1,0,0,1,endpoint,0,314.39,21,1
host_3789,51,9.31,2,0,0,0,0,endpoint,0,424.01,8,1
host_3790,3,3.61,1,0,0,0,1,endpoint,0,331.74,21,1
host_3791,42,3.97,2,1,0,0,0,endpoint,0,278.6,11,0
host_3792,98,1.74,3,0,1,0,0,server,0,338.17,13,1
host_3793,32,3.78,0,0,0,0,0,endpoint,0,301.73,22,0
host_3794,51,8.04,3,0,0,0,0,endpoint,1,262.28,10,1
host_3795,85,8.0,0,0,0,0,1,endpoint,0,281.14,19,1
host_3796,46,9.36,1,1,0,0,0,endpoint,0,302.56,20,1
host_3797,21,4.03,1,0,0,0,0,endpoint,0,297.48,20,0
host_3798,44,7.09,1,0,0,0,1,endpoint,0,282.23,8,1
host_3799,11,5.07,4,0,0,0,0,server,0,389.59,18,1
host_3800,68,8.04,0,1,0,0,0,endpoint,0,306.32,8,1
host_3801,1,7.13,2,0,0,0,0,endpoint,1,321.99,19,1
host_3802,92,3.68,1,1,1,0,0,endpoint,0,217.85,7,0
host_3803,63,3.37,1,0,0,0,1,server,0,239.59,14,1
host_3804,24,2.52,1,0,1,1,0,server,0,334.76,14,0
host_3805,99,5.77,4,1,0,0,0,endpoint,0,321.95,21,1
host_3806,13,9.64,3,0,1,0,1,server,1,231.95,11,1
host_3807,98,2.0,1,0,0,0,0,endpoint,0,329.27,22,0
host_3808,11,0.95,1,0,1,0,1,IoT,0,355.44,2,1
host_3809,51,1.19,3,1,0,0,0,endpoint,0,300.11,15,1
host_3810,17,7.83,1,0,0,0,1,server,0,226.23,0,1
host_3811,99,3.5,3,0,1,0,0,endpoint,0,247.84,14,1
host_3812,82,2.24,1,0,0,0,0,server,0,373.65,1,0
host_3813,86,3.53,1,1,0,0,0,server,0,218.66,4,0
host_3814,24,6.45,2,0,0,1,0,endpoint,0,346.15,11,0
host_3815,19,5.47,0,0,0,0,0,server,0,209.12,2,0
host_3816,37,7.44,0,0,0,0,1,server,0,303.72,17,1
host_3817,85,3.39,3,1,0,0,0,endpoint,0,262.01,4,1
host_3818,8,4.52,0,1,0,0,0,IoT,0,322.62,2,0
host_3819,28,1.02,3,0,0,0,0,endpoint,1,367.51,21,1
host_3820,5,0.73,3,0,0,0,0,endpoint,0,252.25,17,1
host_3821,17,4.62,3,1,0,0,1,endpoint,0,310.77,8,1
host_3822,36,3.02,5,1,1,0,0,server,0,396.2,6,1
host_3823,19,6.13,1,1,0,0,1,server,0,298.4,13,1
host_3824,64,0.43,1,0,1,0,1,router,1,255.9,20,1
host_3825,91,1.22,4,0,0,0,0,endpoint,0,284.84,3,1
host_3826,98,8.65,0,0,0,0,0,endpoint,0,257.74,12,1
host_3827,11,5.66,3,0,1,0,0,endpoint,0,320.82,15,1
host_3828,54,7.12,0,1,1,0,0,IoT,0,287.81,1,1
host_3829,45,8.42,1,0,0,0,0,endpoint,0,376.12,14,1
host_3830,47,4.64,3,1,0,0,0,endpoint,0,290.61,8,1
host_3831,12,7.61,1,0,0,0,0,router,0,209.15,11,1
host_3832,21,5.25,2,0,0,1,0,server,0,273.11,18,0
host_3833,11,2.23,2,0,0,0,0,endpoint,0,346.93,3,0
host_3834,92,3.38,2,0,0,0,1,IoT,1,292.07,18,1
host_3835,5,4.9,1,1,1,0,1,endpoint,0,287.83,12,1
host_3836,81,3.17,1,0,0,0,0,router,0,259.5,11,0
host_3837,56,3.36,2,1,0,0,0,endpoint,1,295.87,3,1
host_3838,20,3.37,1,0,1,0,1,endpoint,0,218.02,12,1
host_3839,41,1.23,2,0,0,0,0,server,0,380.86,6,0
host_3840,46,0.85,1,0,0,0,0,IoT,0,334.76,11,0
host_3841,12,0.46,1,1,0,0,1,router,0,312.74,10,1
host_3842,70,1.11,1,1,0,0,0,server,0,248.63,14,0
host_3843,17,3.44,1,1,0,1,0,server,0,335.7,23,0
host_3844,19,5.94,2,0,1,0,0,router,0,353.68,15,0
host_3845,26,1.88,0,0,0,0,0,server,0,425.4,14,0
host_3846,48,8.88,1,0,0,0,0,router,0,273.95,12,1
host_3847,52,8.08,2,1,0,0,0,server,0,299.99,7,1
host_3848,96,5.21,1,0,0,0,0,server,0,347.27,0,0
host_3849,70,7.24,2,1,0,0,0,server,0,283.88,10,1
host_3850,55,3.66,2,0,0,0,0,endpoint,0,162.4,23,0
host_3851,75,0.37,0,0,0,0,0,endpoint,0,306.52,6,0
host_3852,33,9.04,2,1,0,1,0,server,0,285.36,1,1
host_3853,62,1.28,0,0,1,0,0,endpoint,0,256.41,21,0
host_3854,88,9.48,1,0,0,0,0,endpoint,0,282.19,0,1
host_3855,23,5.72,2,1,0,1,1,server,0,326.55,16,1
host_3856,15,3.06,2,0,0,0,0,server,0,327.18,14,0
host_3857,27,4.96,3,0,0,0,1,server,0,251.73,19,1
host_3858,75,5.02,0,1,0,1,1,server,0,303.46,12,1
host_3859,64,0.23,0,1,0,0,0,endpoint,0,288.94,1,0
host_3860,81,3.55,2,1,0,0,0,server,0,304.92,18,0
host_3861,51,7.4,1,0,1,1,0,router,0,291.38,5,1
host_3862,53,5.1,2,1,1,0,0,router,0,220.02,3,0
host_3863,78,2.44,0,0,0,1,1,server,0,342.32,22,1
host_3864,91,3.35,1,1,0,0,0,router,0,309.23,0,0
host_3865,82,8.63,1,0,0,0,0,endpoint,0,370.77,15,1
host_3866,92,5.26,1,0,0,0,0,router,0,289.79,2,0
host_3867,51,5.28,3,1,0,0,0,IoT,1,300.25,12,1
host_3868,47,9.61,2,1,1,0,0,server,0,288.18,11,1
host_3869,4,3.21,0,0,0,1,0,endpoint,0,315.79,6,0
host_3870,7,4.8,1,0,0,0,0,endpoint,1,347.79,10,1
host_3871,35,8.12,0,1,0,0,0,router,0,333.87,0,1
host_3872,48,7.59,0,0,1,0,0,IoT,0,322.15,21,1
host_3873,73,2.66,1,0,1,0,0,endpoint,0,286.48,15,0
host_3874,72,1.51,3,0,0,1,0,server,0,344.65,12,1
host_3875,45,7.01,2,0,0,0,0,IoT,0,267.81,20,1
host_3876,81,2.58,2,0,0,0,0,server,0,228.96,19,0
host_3877,81,9.23,0,1,0,1,0,server,0,299.38,2,1
host_3878,97,1.29,1,0,0,0,0,server,0,202.6,8,0
host_3879,96,3.18,1,0,0,0,0,router,0,255.85,10,0
host_3880,72,0.55,2,0,1,0,0,router,0,288.32,8,0
host_3881,19,7.03,2,0,1,0,0,server,0,281.73,18,1
host_3882,63,8.91,2,0,1,1,1,endpoint,0,323.91,12,1
host_3883,38,6.36,4,1,1,0,0,router,0,291.77,9,1
host_3884,67,9.38,2,0,0,0,0,IoT,0,309.81,21,1
host_3885,59,1.29,2,1,0,0,0,IoT,0,265.22,16,0
host_3886,69,0.88,4,0,0,0,1,endpoint,0,326.63,10,1
host_3887,13,8.38,1,0,0,0,0,server,0,332.7,7,1
host_3888,47,8.56,1,0,0,0,0,endpoint,1,303.45,21,1
host_3889,61,8.31,1,0,0,0,0,endpoint,0,282.3,14,1
host_3890,31,7.99,0,0,1,0,0,IoT,0,306.15,2,1
host_3891,80,3.62,1,0,0,0,0,router,0,263.2,20,0
host_3892,96,2.17,1,0,0,0,0,server,0,315.7,23,0
host_3893,22,9.29,1,0,0,0,1,router,0,299.6,7,1
host_3894,93,3.07,2,1,1,0,0,endpoint,0,262.8,3,0
host_3895,86,3.98,1,0,1,0,0,server,0,238.98,14,0
host_3896,43,7.0,0,0,0,0,1,endpoint,0,356.59,6,1
host_3897,67,2.93,2,0,0,0,0,endpoint,0,323.13,20,0
host_3898,54,8.19,6,1,0,0,0,router,0,326.61,9,1
host_3899,10,0.7,1,0,0,0,0,endpoint,0,299.85,16,0
host_3900,42,7.91,2,0,0,0,0,server,0,309.23,19,1
host_3901,64,6.02,2,0,0,0,0,endpoint,0,317.05,6,0
host_3902,21,5.73,3,0,0,0,0,endpoint,0,349.23,8,1
host_3903,80,4.58,1,0,0,0,0,server,0,302.03,23,0
host_3904,76,2.77,1,0,1,0,0,server,1,197.96,23,1
host_3905,66,4.64,2,0,0,0,0,router,0,287.14,9,0
host_3906,41,4.5,2,0,0,0,1,endpoint,0,243.02,8,1
host_3907,24,5.84,2,1,0,0,0,router,0,264.51,11,0
host_3908,35,2.82,2,1,0,0,0,endpoint,0,273.37,4,0
host_3909,56,0.78,3,0,0,0,0,endpoint,0,258.09,8,1
host_3910,30,1.45,2,0,0,0,0,server,0,154.67,2,0
host_3911,57,6.99,2,0,0,0,0,router,0,278.96,6,0
host_3912,94,0.22,2,1,1,1,0,IoT,0,228.62,19,0
host_3913,47,8.56,7,0,1,0,0,server,0,389.66,0,1
host_3914,35,6.94,1,0,0,0,0,endpoint,0,274.76,16,0
host_3915,19,7.68,3,0,0,0,0,server,0,295.39,15,1
host_3916,8,8.36,2,0,0,1,0,endpoint,0,341.2,21,1
host_3917,26,1.23,2,0,0,0,1,IoT,0,255.82,2,1
host_3918,71,8.22,1,0,0,0,0,endpoint,0,343.39,23,1
host_3919,30,5.05,0,0,0,0,0,server,0,305.47,22,0
host_3920,7,8.86,2,0,0,0,1,server,0,278.98,10,1
host_3921,67,8.87,4,1,1,1,0,server,0,362.83,14,1
host_3922,65,0.24,0,0,0,0,0,router,0,291.22,9,0
host_3923,36,3.83,0,0,0,0,0,endpoint,0,331.11,14,0
host_3924,25,5.26,1,0,1,0,0,endpoint,0,380.62,7,0
host_3925,37,6.78,1,0,0,0,1,endpoint,0,291.25,3,1
host_3926,1,2.86,0,0,1,0,1,IoT,0,314.04,21,1
host_3927,15,2.52,0,0,0,0,0,endpoint,0,288.9,6,0
host_3928,37,3.81,2,1,0,0,1,endpoint,0,258.81,3,1
host_3929,13,5.01,3,0,0,0,0,server,0,382.21,23,1
host_3930,8,9.51,0,1,0,0,1,endpoint,0,329.23,20,1
host_3931,5,7.62,4,0,0,0,0,router,0,327.5,2,1
host_3932,60,4.29,2,1,0,0,0,router,0,269.08,5,0
host_3933,73,0.54,2,0,0,0,1,server,0,330.45,11,1
host_3934,1,1.69,1,1,0,0,0,server,0,303.57,13,0
host_3935,36,4.56,2,0,0,0,0,router,0,285.98,9,0
host_3936,35,8.14,1,1,0,0,0,server,0,300.37,6,1
host_3937,66,3.81,2,0,0,0,0,router,0,266.88,20,0
host_3938,63,5.38,1,0,0,0,0,endpoint,1,330.02,12,1
host_3939,23,8.92,1,1,0,0,0,router,0,253.57,15,1
host_3940,9,9.14,1,0,0,0,0,endpoint,1,214.99,12,1
host_3941,34,2.16,0,0,0,0,0,endpoint,0,311.48,15,0
host_3942,46,0.44,2,1,1,0,1,server,0,284.38,21,1
host_3943,78,3.05,0,0,0,0,0,IoT,0,218.26,20,0
host_3944,4,6.96,1,0,0,0,0,endpoint,0,313.29,10,0
host_3945,30,9.51,0,1,1,0,0,endpoint,0,392.49,5,1
host_3946,95,0.77,3,1,0,0,0,endpoint,0,285.64,10,1
host_3947,75,0.28,2,0,0,0,1,endpoint,1,249.72,15,1
host_3948,99,8.84,1,1,0,0,1,server,0,338.92,14,1
host_3949,72,7.48,4,0,0,0,1,server,0,278.21,1,1
host_3950,3,9.92,1,1,0,0,0,server,0,296.78,20,1
host_3951,14,3.97,0,0,0,0,0,server,0,268.0,17,0
host_3952,60,4.16,2,0,1,1,1,endpoint,0,294.49,19,1
host_3953,77,1.72,1,0,0,0,0,endpoint,0,303.07,20,0
host_3954,45,1.16,1,1,0,0,0,server,0,283.77,14,0
host_3955,96,5.79,1,0,1,0,0,router,0,350.46,13,0
host_3956,34,3.64,0,1,0,0,0,server,0,305.99,9,0
host_3957,45,0.8,3,0,0,0,0,endpoint,0,338.02,7,1
host_3958,61,8.87,3,1,0,0,0,endpoint,0,337.91,1,1
host_3959,83,1.98,0,0,0,0,1,server,1,274.2,13,1
host_3960,16,7.49,3,1,1,0,0,endpoint,0,285.36,22,1
host_3961,66,2.82,3,1,0,0,0,endpoint,0,308.53,3,1
host_3962,40,8.13,0,0,0,1,0,endpoint,0,384.34,14,1
host_3963,17,1.18,1,0,0,0,1,router,1,322.93,16,1
host_3964,34,7.56,1,1,0,0,0,endpoint,0,283.86,11,1
host_3965,16,0.98,1,1,0,0,0,router,0,296.69,14,0
host_3966,60,4.47,3,0,0,0,0,router,0,319.35,7,1
host_3967,66,7.34,3,0,0,0,0,router,0,344.08,0,1
host_3968,66,1.73,0,0,0,0,0,IoT,1,344.01,20,1
host_3969,90,2.86,3,1,0,0,0,router,0,228.13,19,1
host_3970,13,8.65,0,0,1,0,0,router,0,418.88,23,1
host_3971,56,8.85,1,0,0,0,1,endpoint,0,247.69,6,1
host_3972,31,0.45,3,1,0,0,0,server,0,322.79,17,1
host_3973,34,1.68,3,0,0,0,0,server,0,272.0,21,1
host_3974,39,1.17,2,0,1,0,0,endpoint,1,316.26,3,1
host_3975,67,1.8,1,1,0,0,0,endpoint,1,282.81,12,1
host_3976,8,9.7,2,1,1,0,0,endpoint,0,303.84,4,1
host_3977,87,5.52,2,1,1,0,1,endpoint,1,316.03,11,1
host_3978,78,4.68,1,0,1,0,1,server,0,327.92,21,1
host_3979,55,9.84,2,0,0,0,0,endpoint,0,417.84,23,1
host_3980,27,5.57,2,0,0,1,1,server,0,267.34,8,1
host_3981,93,6.61,5,1,1,0,0,IoT,0,336.0,22,1
host_3982,53,3.33,6,0,0,0,1,endpoint,1,312.19,3,1
host_3983,39,3.82,1,0,0,0,0,server,1,430.54,23,1
host_3984,65,5.94,0,1,0,0,0,endpoint,0,291.19,1,0
host_3985,17,0.7,1,0,0,0,1,endpoint,0,289.86,7,1
host_3986,30,2.56,2,1,0,0,0,IoT,0,362.59,3,0
host_3987,53,1.97,0,0,0,0,0,server,0,257.22,18,0
host_3988,13,0.16,2,0,0,0,0,server,0,244.77,7,0
host_3989,21,5.37,1,0,0,0,0,server,0,325.77,18,0
host_3990,19,5.61,1,0,0,0,0,router,0,265.18,14,0
host_3991,53,3.84,3,0,0,0,1,server,0,258.83,5,1
host_3992,19,2.69,1,1,0,0,0,endpoint,0,381.62,15,0
host_3993,57,6.52,3,0,0,0,0,server,0,347.87,11,1
host_3994,25,1.35,2,1,0,0,0,server,0,202.07,14,0
host_3995,86,5.19,0,1,0,0,0,router,0,288.08,14,0
host_3996,31,7.68,1,0,0,0,0,endpoint,0,380.98,23,1
host_3997,81,1.64,0,0,0,0,0,server,0,251.8,5,0
host_3998,55,7.53,0,1,0,0,0,endpoint,0,307.34,14,1
host_3999,23,7.61,1,0,1,0,0,router,0,343.95,2,1
host_4000,32,0.6,3,0,0,0,0,endpoint,0,380.63,11,1
host_4001,62,0.19,0,0,0,0,1,endpoint,0,304.1,13,1
host_4002,74,9.74,3,1,0,0,0,endpoint,0,329.88,17,1
host_4003,10,1.93,3,0,0,0,0,IoT,0,317.08,3,1
host_4004,72,8.22,1,0,0,0,0,endpoint,0,239.67,23,1
host_4005,54,5.62,1,0,0,0,0,endpoint,0,338.23,6,0
host_4006,52,2.64,0,0,0,0,0,router,0,308.88,5,0
host_4007,20,1.3,1,0,0,0,1,router,0,383.24,4,1
host_4008,32,4.97,1,0,0,0,1,server,0,303.66,6,1
host_4009,14,4.07,2,1,0,0,1,router,1,352.52,1,1
host_4010,50,6.99,0,0,0,0,0,router,1,286.48,20,1
host_4011,28,9.04,1,0,0,0,0,server,0,262.38,10,1
host_4012,53,8.05,0,1,0,0,1,server,0,341.75,7,1
host_4013,24,2.74,1,0,1,0,1,router,0,275.66,23,1
host_4014,79,8.79,4,0,0,1,0,IoT,0,337.44,21,1
host_4015,22,8.33,4,0,0,0,0,endpoint,0,235.32,15,1
host_4016,30,9.29,3,1,0,0,0,IoT,0,372.8,9,1
host_4017,63,4.59,1,0,0,0,0,endpoint,0,162.19,0,0
host_4018,4,7.69,1,1,0,1,1,IoT,1,279.38,17,1
host_4019,77,5.92,3,1,0,0,0,server,0,302.24,18,1
host_4020,59,3.11,1,0,0,0,1,endpoint,0,242.63,15,1
host_4021,87,9.94,1,0,1,0,0,server,0,331.44,12,1
host_4022,8,0.38,2,1,0,0,1,server,0,342.39,19,1
host_4023,82,1.62,1,0,1,1,0,IoT,0,183.64,6,0
host_4024,12,8.93,0,0,0,0,0,endpoint,0,316.18,21,1
host_4025,31,0.61,2,1,0,0,0,server,0,205.85,22,0
host_4026,78,8.87,4,0,0,0,0,router,0,362.55,2,1
host_4027,34,7.15,2,0,0,0,0,endpoint,0,347.37,14,1
host_4028,82,0.37,0,0,0,0,0,server,0,321.34,2,0
host_4029,98,4.29,0,0,1,0,1,server,0,253.82,9,1
host_4030,75,7.54,1,0,1,0,0,endpoint,0,315.24,23,1
host_4031,76,5.83,1,0,0,0,0,endpoint,0,243.49,5,0
host_4032,49,9.36,0,0,0,0,0,server,0,416.54,2,1
host_4033,79,8.68,2,0,0,1,0,server,0,307.02,16,1
host_4034,57,3.33,0,0,0,0,0,server,0,334.55,12,0
host_4035,95,0.85,0,0,0,0,0,server,0,334.69,15,0
host_4036,93,9.44,2,0,0,0,0,IoT,0,371.13,21,1
host_4037,26,5.17,1,0,1,0,0,endpoint,1,293.1,7,1
host_4038,18,0.74,1,0,0,0,0,endpoint,0,373.39,1,0
host_4039,96,8.17,2,0,0,1,0,router,0,309.95,21,1
host_4040,86,8.69,1,0,0,0,0,endpoint,0,343.73,6,1
host_4041,38,6.39,1,0,0,0,1,server,0,416.52,3,1
host_4042,81,4.48,0,0,1,0,0,server,0,347.41,19,0
host_4043,87,6.62,3,1,1,0,0,router,0,354.3,6,1
host_4044,88,7.07,2,0,0,0,0,endpoint,0,312.72,12,1
host_4045,50,8.93,0,1,0,0,0,endpoint,0,241.21,22,1
host_4046,8,9.56,2,0,0,0,0,endpoint,0,274.36,19,1
host_4047,41,5.14,1,0,0,0,0,server,0,309.78,15,0
host_4048,6,7.98,2,0,0,0,0,IoT,0,251.24,20,1
host_4049,69,9.65,2,0,0,1,1,server,1,364.02,12,1
host_4050,44,1.51,1,0,0,0,0,endpoint,0,265.18,8,0
host_4051,64,0.18,4,1,0,0,0,router,0,224.41,5,1
host_4052,29,8.69,0,1,0,0,0,endpoint,0,351.64,21,1
host_4053,28,1.95,3,0,0,0,0,IoT,1,336.02,19,1
host_4054,11,0.42,3,1,1,0,0,server,0,204.5,23,1
host_4055,65,1.6,3,0,1,0,1,server,0,314.15,0,1
host_4056,19,3.84,4,0,0,1,0,router,1,337.53,9,1
host_4057,9,2.19,3,1,0,0,1,endpoint,0,314.54,18,1
host_4058,27,3.05,0,0,0,0,0,server,0,284.96,6,0
host_4059,34,9.75,1,0,0,0,0,server,1,288.36,7,1
host_4060,44,7.04,3,0,1,0,0,endpoint,0,306.12,11,1
host_4061,68,7.12,2,0,0,0,1,endpoint,0,300.88,10,1
host_4062,82,0.95,1,0,0,0,1,endpoint,0,340.05,15,1
host_4063,15,7.32,0,0,0,0,1,router,0,326.29,4,1
host_4064,51,7.39,0,0,0,0,0,endpoint,0,213.26,14,1
host_4065,13,6.6,4,0,0,0,0,endpoint,0,245.94,21,1
host_4066,83,2.28,0,0,1,0,0,endpoint,0,342.38,5,0
host_4067,49,4.23,1,0,1,0,0,server,0,346.79,12,0
host_4068,70,8.46,2,0,1,0,0,endpoint,1,262.05,23,1
host_4069,56,6.7,0,0,0,1,0,IoT,0,241.52,18,0
host_4070,76,7.33,3,0,0,0,0,server,0,367.96,23,1
host_4071,51,5.87,1,0,0,0,0,server,0,369.4,9,0
host_4072,37,4.5,1,1,0,0,0,server,0,261.3,4,0
host_4073,17,7.59,1,0,1,1,0,endpoint,0,234.67,22,1
host_4074,58,0.68,0,1,1,0,0,endpoint,0,246.99,1,0
host_4075,87,6.73,1,1,0,0,0,server,0,277.36,3,0
host_4076,90,9.97,0,1,1,1,0,server,1,372.84,19,1
host_4077,29,7.8,2,1,0,1,0,endpoint,0,330.13,7,1
host_4078,33,2.91,0,1,0,0,0,endpoint,0,329.04,9,0
host_4079,60,2.78,5,0,0,0,0,server,0,306.54,6,1
host_4080,91,6.67,3,1,0,0,0,server,0,321.53,7,1
host_4081,89,8.96,2,0,0,0,0,endpoint,0,269.69,20,1
host_4082,55,5.78,3,0,0,0,0,router,0,385.92,6,1
host_4083,10,5.27,0,0,0,0,0,endpoint,0,236.0,3,0
host_4084,47,1.6,4,0,0,0,0,endpoint,0,324.06,21,1
host_4085,23,7.15,0,0,1,0,0,server,0,333.65,6,1
host_4086,85,7.02,0,1,0,0,0,server,0,312.9,23,1
host_4087,21,9.67,0,0,1,0,0,endpoint,0,306.11,16,1
host_4088,13,3.0,2,0,1,0,0,endpoint,0,233.51,3,0
host_4089,33,7.56,2,0,0,0,0,router,0,294.28,4,1
host_4090,24,4.34,1,0,0,0,0,server,0,296.31,19,0
host_4091,11,5.58,3,0,0,0,0,server,0,242.09,9,1
host_4092,17,8.16,1,0,1,1,0,server,0,267.32,16,1
host_4093,68,2.22,1,0,0,0,0,server,0,335.47,20,0
host_4094,47,3.43,0,0,1,0,0,router,0,242.19,21,0
host_4095,25,7.73,4,0,0,0,0,endpoint,0,272.1,1,1
host_4096,94,5.7,6,1,0,0,0,server,0,284.78,4,1
host_4097,73,0.92,5,0,0,0,1,server,0,294.27,15,1
host_4098,21,4.3,0,0,0,0,0,endpoint,0,258.1,13,0
host_4099,84,5.87,0,0,0,0,0,server,1,361.98,4,1
host_4100,83,9.1,0,0,0,0,1,server,0,328.46,23,1
host_4101,83,1.88,2,0,0,0,0,router,0,274.17,7,0
host_4102,12,8.06,2,0,0,0,0,server,1,302.4,0,1
host_4103,37,1.31,1,0,0,0,0,endpoint,0,318.69,5,0
host_4104,42,2.42,3,0,0,0,0,server,0,285.05,14,1
host_4105,17,2.43,0,0,1,0,1,router,0,257.41,22,1
host_4106,48,8.77,1,0,0,1,0,endpoint,0,288.67,13,1
host_4107,28,1.99,1,1,1,0,0,server,0,284.36,23,0
host_4108,41,7.87,3,0,0,0,1,endpoint,0,312.24,0,1
host_4109,99,4.62,0,1,0,0,1,server,0,344.82,12,1
host_4110,47,9.99,2,0,0,0,1,endpoint,0,271.42,5,1
host_4111,18,8.39,7,0,0,0,0,endpoint,0,229.07,17,1
host_4112,78,7.4,1,0,0,0,0,server,0,286.32,13,1
host_4113,99,8.71,1,0,1,0,1,endpoint,0,292.38,14,1
host_4114,71,6.34,1,0,0,0,0,endpoint,0,299.69,17,0
host_4115,13,8.44,1,1,0,1,1,server,0,252.16,7,1
host_4116,82,2.61,0,1,0,0,0,server,0,271.96,0,0
host_4117,13,0.98,6,1,0,0,0,server,0,221.84,19,1
host_4118,31,6.16,2,0,0,0,0,server,0,368.73,14,0
host_4119,2,4.35,0,0,0,1,0,endpoint,0,254.06,18,0
host_4120,16,4.26,1,0,0,0,0,router,0,362.0,22,0
host_4121,9,5.27,1,0,0,0,0,router,0,379.1,23,0
host_4122,73,3.61,2,0,0,0,0,server,0,344.7,23,0
host_4123,38,6.26,1,1,0,0,1,endpoint,0,319.81,4,1
host_4124,75,0.31,2,0,0,0,1,router,0,311.25,18,1
host_4125,54,9.7,0,0,0,0,0,endpoint,0,259.18,2,1
host_4126,56,9.25,1,0,0,0,1,server,0,263.91,8,1
host_4127,86,9.35,1,0,0,1,0,endpoint,0,289.95,15,1
host_4128,97,3.65,2,0,0,0,0,endpoint,0,409.23,23,0
host_4129,87,5.32,1,0,0,0,0,server,0,340.91,19,0
host_4130,45,9.54,2,0,0,0,0,endpoint,0,372.72,20,1
host_4131,34,9.02,0,1,0,0,0,router,0,313.77,15,1
host_4132,9,7.9,0,0,0,0,0,endpoint,0,392.43,16,1
host_4133,88,4.07,1,0,0,0,1,endpoint,0,307.13,17,1
host_4134,8,5.64,0,0,0,0,1,server,0,318.32,7,1
host_4135,7,7.93,3,1,0,0,0,endpoint,0,332.87,0,1
host_4136,36,2.73,2,1,1,0,0,router,0,317.67,18,0
host_4137,18,6.26,4,0,0,0,0,IoT,0,232.19,4,1
host_4138,3,8.28,2,1,1,0,0,endpoint,0,327.3,19,1
host_4139,28,7.07,2,0,1,0,0,endpoint,1,382.05,11,1
host_4140,70,4.79,0,1,0,0,1,endpoint,0,273.0,11,1
host_4141,44,5.85,2,1,0,0,0,endpoint,0,298.12,1,0
host_4142,21,9.89,1,1,0,0,0,endpoint,0,339.78,18,1
host_4143,28,6.02,2,0,0,0,0,IoT,0,264.41,0,0
host_4144,54,7.86,1,0,0,1,0,endpoint,0,247.0,19,1
host_4145,54,7.27,1,0,0,0,0,router,0,381.2,11,1
host_4146,65,7.01,1,0,1,0,0,endpoint,1,274.12,22,1
host_4147,21,7.16,2,0,0,0,1,endpoint,0,335.82,7,1
host_4148,99,4.54,0,0,1,0,0,endpoint,0,231.95,14,0
host_4149,13,4.74,1,0,0,0,0,endpoint,0,294.86,6,0
host_4150,57,4.68,2,1,0,0,0,endpoint,0,336.78,20,0
host_4151,49,0.33,3,1,0,0,0,server,0,269.83,3,1
host_4152,54,2.41,0,1,0,0,1,router,0,341.71,4,1
host_4153,10,1.55,1,0,1,0,0,endpoint,0,418.83,20,0
host_4154,53,8.86,0,0,0,0,0,endpoint,0,382.97,4,1
host_4155,44,2.75,1,0,0,1,0,endpoint,0,320.4,0,0
host_4156,47,1.38,2,0,0,0,0,endpoint,0,225.28,11,0
host_4157,53,1.2,2,1,0,0,0,endpoint,0,388.47,22,0
host_4158,74,7.0,4,0,0,0,1,endpoint,0,385.67,19,1
host_4159,46,0.06,2,0,0,0,0,router,0,384.55,11,0
host_4160,13,4.71,1,1,0,0,0,server,0,238.4,20,0
host_4161,37,1.19,3,0,1,0,1,router,0,245.08,0,1
host_4162,24,8.5,1,0,0,0,0,endpoint,1,219.33,8,1
host_4163,2,9.58,2,0,0,0,0,router,0,348.81,22,1
host_4164,86,9.59,1,0,0,0,1,endpoint,0,344.39,0,1
host_4165,81,4.42,3,1,0,0,0,endpoint,0,334.69,15,1
host_4166,14,6.45,2,1,1,0,0,server,0,345.61,17,0
host_4167,10,6.0,1,0,0,0,0,server,0,290.79,7,0
host_4168,35,3.5,0,0,0,0,0,server,0,254.63,23,0
host_4169,25,4.44,1,0,1,0,0,endpoint,0,278.79,1,0
host_4170,3,0.64,2,1,0,1,1,router,0,336.41,22,1
host_4171,17,7.96,2,0,0,0,0,endpoint,0,257.36,9,1
host_4172,12,2.41,1,1,0,1,0,endpoint,0,345.54,0,0
host_4173,54,4.61,0,0,1,0,0,server,0,349.79,21,0
host_4174,24,4.81,1,1,0,0,0,endpoint,0,295.03,17,0
host_4175,29,5.61,0,1,0,0,0,IoT,0,250.74,21,0
host_4176,43,8.18,1,1,0,0,0,IoT,0,314.0,11,1
host_4177,25,6.92,2,1,0,0,0,router,0,311.06,16,0
host_4178,60,6.63,3,0,0,0,1,server,0,406.35,3,1
host_4179,90,5.27,1,1,0,0,0,IoT,0,286.42,5,0
host_4180,65,0.96,2,0,0,0,0,endpoint,0,345.03,1,0
host_4181,84,4.02,0,1,0,0,0,server,0,316.21,9,0
host_4182,28,9.57,2,0,0,0,0,router,0,325.54,22,1
host_4183,16,9.96,0,0,1,0,0,router,0,277.85,9,1
host_4184,47,7.3,2,1,1,0,0,router,0,227.3,20,1
host_4185,81,2.28,2,0,0,0,1,endpoint,0,322.35,18,1
host_4186,92,1.02,0,1,0,0,1,endpoint,0,338.58,23,1
host_4187,58,4.15,2,0,0,0,0,endpoint,0,183.88,21,0
host_4188,76,8.57,1,0,0,0,1,server,0,266.47,13,1
host_4189,27,7.22,2,0,0,0,0,router,0,228.44,8,1
host_4190,53,8.84,3,1,0,0,0,endpoint,0,347.12,18,1
host_4191,42,6.16,3,0,0,0,0,endpoint,0,351.46,21,1
